,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
8370,4.0,474.2534337,110217.0944,Environment,158.0844779,No,697.2037727000001,No,Female,By_16:00,0.580174118,0.282206327,2.955079393,3.74782467,3.96850449,1.876740875,6174.0,29.1245085,653.4405517999999,8278.91883,74935.05216,No,486093.1006,25.56248329,251.67493560000003,28.80974461,25158.786630000002,90.0,30-45,0.0,892.7591321000001,10.0,Public_or_other,Student_or_Unemployed,469.8845164,0.0,Yes
6846,5.0,174.3356349,16617.837480000002,Financial,58.11187829,No,285.9628353,Yes,Male,By_16:00,0.40101197,0.578266335,0.7303370020000001,2.470609436,8.354400329,7.8889912760000005,6823.0,93.05936019,521.4461094,3902.520572,61195.89023,No,81774.74316,22.83519453,254.2825119,51.22592878,3445.1022759999996,60.0,30-45,3.0,815.6985053999999,8.0,Public_or_other,Services_or_Retail,635.6014468,0.0,No
1198,1.0,1879.956609,227863.6888,Environment,626.6522029,Yes,363.6206619,Yes,Female,After_16:00,0.36136292,0.38831839799999995,0.8687704079999999,9.656056266,7.644092985,9.859805217,9886.0,27.81717293,252.912092,4142.030803000001,,Yes,132219.9858,15.90321011,285.25189839999996,9.895910695,393329.6356,90.0,Below_30,1.0,534.7006188,14.0,Public_or_other,Student_or_Unemployed,541.4353397000001,0.0,Yes
6881,10.0,85.27131696,13349.77175,Other,28.42377232,No,469.66924739999996,Yes,Male,By_16:00,0.692252738,0.9175939059999999,4.3412044089999995,9.124416304,2.300483158,1.782134555,3622.0,78.57266176,446.0759384,,54157.7202,Maybe,220589.2019,21.1205099,75.93787564,31.20168718,846.3346052999999,50.0,45_and_up,,676.4193547,11.0,Car,Hightech,455.96817089999996,0.0,No
6280,2.0,,27055.78266,Education,66.8616153,No,404.65344039999997,Yes,Male,After_16:00,0.615342611,0.821876721,2.648396776,7.506740993999999,3.3023054989999996,7.72238605,7218.0,84.98889562,417.3388918,4881.212188,50549.09848,No,163744.4068,20.42887397,136.83630300000002,70.7688692,4547.337216,100.0,30-45,3.0,639.6111867000001,16.0,Foot_or_bicycle,Student_or_Unemployed,447.08168009999997,0.0,No
175,9.0,1196.530982,62279.55705,Financial,398.8436607,Yes,156.1502994,Yes,Male,After_16:00,0.40054474100000004,0.6308319379999999,6.761621162000001,0.27141838100000004,3.788841255,1.249396959,6003.0,30.573082899999996,192.22551049999998,1945.9540149999998,27549.557889999996,Yes,24382.91601,13.86454148,469.4587061000001,97.76923808,159485.1094,60.0,30-45,3.0,395.5084669,12.0,Foot_or_bicycle,Student_or_Unemployed,413.7809551,0.0,Yes
2912,5.0,684.7750322,101873.1823,Healthcare,228.25834410000002,No,446.3064984,Yes,Female,After_16:00,0.26453278199999997,0.567755668,8.540873062000001,6.010173453999999,,2.3573301730000003,6095.0,89.76622571,531.1657903,5525.396564,63929.16585,No,199189.4905,23.04703431,119.50811920000001,67.42790421,52340.12998,80.0,45_and_up,2.0,823.7383863,10.0,Motorcycle_or_truck,Services_or_Retail,602.1170503,0.0,No
9562,4.0,147.6457449,21360.9653,Environment,49.21524829,No,434.0314444,Yes,Female,By_16:00,0.502952715,0.918609951,5.542892087,3.812031604,2.5603237169999997,9.996938219,4714.0,38.99261218,432.17037680000004,5204.655197,53008.28945,No,188383.2947,20.78870792,96.56685033,68.70705904,2481.355913,90.0,Below_30,4.0,672.7070216,12.0,Motorcycle_or_truck,Hightech,480.701076,0.0,No
6924,8.0,538.1793028,59914.45861,Healthcare,179.3931009,No,333.984185,Yes,Female,By_16:00,0.889846641,0.320462499,2.1727556690000003,2.222083507,7.796134236,8.868982198,8818.0,74.36553014,368.2085925,4076.259035,44325.31242,No,111545.4358,19.18876214,234.5411827,15.28593688,32371.27776,80.0,45_and_up,1.0,564.5881925,7.0,Public_or_other,Hightech,399.6040815,0.0,No
3784,10.0,700.2484423,124386.4274,Other,233.4161474,No,532.8955548,No,Male,By_16:00,0.793417622,0.057729305,9.178247382,8.456490396,7.522111442000001,0.767370914,8264.0,29.81601898,399.6816922,6128.318933,51982.8729,Maybe,283977.6724,19.99204072,108.2569156,8.393209102,54726.514039999995,50.0,30-45,4.0,651.0272762,11.0,Public_or_other,Student_or_Unemployed,476.0483954,2.0,Yes
8267,6.0,327.6213651,33157.18611,Healthcare,109.20712169999999,No,303.6174344,Yes,Male,After_16:00,0.189114935,0.845264606,7.0686315120000005,2.603635034,6.3164967,9.060031932000001,9506.0,11.41815805,366.9509199,3770.0761840000005,43909.49559,No,92183.54647,19.15596304,254.3007739,71.84152452,12045.40255,80.0,45_and_up,1.0,564.7898673,8.0,Foot_or_bicycle,Industry_or_other,408.344592,1.0,Yes
3924,5.0,291.4377681,42899.81826,Environment,97.14592270000001,No,441.60184050000004,Yes,Female,After_16:00,0.925739256,0.968507355,6.854693471,2.892996052,5.527705657,5.355936822,7610.0,26.61047089,378.4488857,5172.916177,48808.74622,No,195012.1855,19.45376277,136.4201106,58.59098102,9544.476219,90.0,Below_30,3.0,624.4512262999999,13.0,Motorcycle_or_truck,Student_or_Unemployed,479.37409019999996,0.0,Yes
7258,8.0,851.3607641000001,98653.13068999999,Environment,283.7869214,No,347.630998,Yes,Male,By_16:00,0.277569183,0.565638154,7.804830796,0.96920368,8.270886529,5.159566356,7044.0,39.62702292,389.356267,4255.022514,47078.0742,No,120847.3108,19.73211258,198.9971196,97.80283477,80828.80365,90.0,Below_30,2.0,603.0064764,8.0,Foot_or_bicycle,Industry_or_other,435.6454726,0.0,Yes
1494,6.0,45.11392987,6914.485131,Environment,15.03797662,No,459.8015614,Yes,Female,By_16:00,0.497235163,0.332369185,6.40963742,4.786637311000001,5.145846498,5.945445737000001,5107.0,79.33851825,425.93681960000004,5449.889253,54008.019029999996,No,211417.4758,20.63823683,88.42860679,28.29655823,251.1787176,90.0,45_and_up,0.0,692.7243137,13.0,Motorcycle_or_truck,Services_or_Retail,526.8020399000001,4.0,No
1661,8.0,1086.253366,199257.1572,Healthcare,362.0844555,Yes,550.3057482,No,Male,After_16:00,0.040520816,0.6137408529999999,7.700004748,3.2800910460000003,6.254098712999999,2.19605112,5463.0,86.3831545,556.2246428999999,6615.506768,67973.28226,Yes,302836.4165,23.58441525,,87.83318654,131477.2373,80.0,45_and_up,1.0,862.591734,12.0,Motorcycle_or_truck,Services_or_Retail,613.917961,1.0,No
6484,7.0,2172.733764,95383.21706,Financial,724.2445878999999,Yes,131.7002828,Yes,Male,By_16:00,,0.9315432859999999,5.06173183,0.849923401,8.613906039,6.058234887,5079.0,57.88091028,241.26337940000002,1799.529587,31799.44496,Yes,17344.964490000002,15.53265526,453.3193388,48.29791156,525264.4677,60.0,45_and_up,2.0,453.3390219,9.0,Car,Public_Sector,446.06390439999996,0.0,No
6869,6.0,203.2068487,34456.738580000005,Healthcare,67.73561622,No,508.6945466,No,Female,After_16:00,0.02555094,0.42970861899999996,9.996346402999999,6.256927301,4.542923698,2.364712297,6763.0,93.44662793,480.8714188999999,6048.688304,59241.76699,No,258770.1418,21.92878061,34.32403182,36.23005033,4665.84932,80.0,Below_30,2.0,747.2243009,9.0,Car,Hightech,527.1411386,1.0,No
4098,2.0,382.5407019,48266.68014,Environment,127.51356729999999,No,378.5219185,Yes,Female,By_16:00,0.8361227440000001,0.146634516,3.4061877380000003,7.237544646,2.139976791,0.414550949,9804.0,88.2752822,464.82946929999997,4714.878124,55621.025870000005,No,143278.8428,21.5599042,128.3202798,91.32398092,16397.22342,90.0,30-45,3.0,717.0638385,13.0,Public_or_other,Public_Sector,521.7302486000001,1.0,Yes
9880,8.0,753.5907461,73147.2091,Environment,251.19691540000002,No,291.19469480000004,Yes,Female,By_16:00,0.728501375,0.780420819,3.3242506460000003,9.24356112,2.8368623210000004,7.3956635760000005,5955.0,93.79361987,509.5528688,3931.052686,61260.68622,No,84794.35028,22.57327776,273.20058339999997,85.03666618,63361.0872,90.0,Below_30,3.0,825.6767666000001,15.0,Foot_or_bicycle,Student_or_Unemployed,675.9194304,1.0,Yes
3277,10.0,997.9434074999999,91835.23387000001,Environment,332.6478025,No,276.07347230000005,Yes,Female,By_16:00,0.40497772200000004,0.6035718720000001,7.852750977,5.162933224,3.725557998,6.894492102,4333.0,0.614055851,527.8385733,3816.4118689999996,61325.1117,No,76216.56207999999,22.97473772,258.58927489999996,61.09866329999999,110997.2083,90.0,45_and_up,2.0,815.8093852000001,14.0,Motorcycle_or_truck,Services_or_Retail,626.2946439,,No
2436,5.0,429.76548710000003,57693.101670000004,Financial,143.25516240000002,No,402.72965189999996,Yes,Female,By_16:00,0.115292744,0.77108249,6.515458337999999,3.6614670719999998,9.017946777999999,7.7683219029999995,8895.0,63.8358885,510.0325636,5047.361646,59788.62489,No,162191.1725,22.58390054,101.663831,73.96559252,20675.2967,60.0,30-45,4.0,763.2069621,10.0,Motorcycle_or_truck,Services_or_Retail,527.8093792,0.0,Yes
1176,5.0,975.2964058,89603.12969,Healthcare,325.0988019,No,275.618148,Yes,Female,By_16:00,0.333536481,0.11579324699999999,3.385992623,8.38098157,6.526508108,0.00623971,7640.0,89.65457878,496.18812479999997,3748.557729,58968.756989999994,No,75965.36349,22.27528058,261.514903,86.49267640000001,106024.3298,80.0,45_and_up,2.0,791.2658769,10.0,Public_or_other,Student_or_Unemployed,634.2694997000001,0.0,Yes
8034,9.0,379.73264589999997,42530.94535,Military,126.5775486,No,336.0070234,Yes,Male,After_16:00,0.566238462,0.603204897,5.866740665,5.1668471910000004,4.239259346,3.3315949860000003,5116.0,57.59752339,497.35476140000003,4354.779757,55422.85885,Maybe,112900.7198,22.301451999999998,177.7799425,64.76449382,16158.45337,30.0,30-45,3.0,696.9234342,7.0,Public_or_other,Student_or_Unemployed,431.4068932,0.0,Yes
4330,4.0,301.2910545,50675.53142,Social,100.4303515,No,504.5838301,No,Female,By_16:00,0.13098026,0.538180517,5.410647599,2.289386059,1.349141591,5.01807509,3514.0,70.01642059,451.18330410000004,5948.204909,55419.91332000001,No,254604.8416,21.24107587,58.94921642,23.45460497,10196.68585,70.0,Below_30,4.0,690.1608323,6.0,Car,Industry_or_other,467.27495130000005,0.0,Yes
2420,6.0,,25039.59948,Education,65.26799763,No,383.6428325,Yes,Female,By_16:00,0.752671717,0.529889576,6.585874995,6.533204932,5.272209225,3.672047444,3142.0,69.42618163,455.87055369999996,4748.169433,53400.17264,No,147181.8229,21.35112535,133.1844828,90.76319591,4335.179512,100.0,30-45,2.0,674.9216989,16.0,Public_or_other,Hightech,452.5478346,0.0,Yes
4324,4.0,332.4085153,49887.36967,Social,110.80283840000001,No,450.23548470000003,Yes,Male,By_16:00,0.278826864,0.36160127299999995,3.91210994,9.547226059,4.240494078999999,2.34759931,,60.55401796,446.26728949999995,5394.889426,55512.676479999995,No,202711.9917,21.1250394,78.6155423,40.05230477,12398.07184,70.0,45_and_up,2.0,710.9530237,9.0,Motorcycle_or_truck,Services_or_Retail,528.5778293999999,0.0,No
4188,4.0,1310.507847,228048.5074,Social,436.83594919999996,Yes,,No,Male,By_16:00,0.756010988,0.985373323,5.002408193,1.8628451830000001,0.966157762,0.256946012,5622.0,3.5804152489999996,655.0686268,6530.598341,75340.65134,Yes,272532.1397,25.59430849,192.15780039999999,75.56786411,191272.4824,70.0,Below_30,0.0,947.4267522,12.0,Public_or_other,Services_or_Retail,611.3207542,0.0,Yes
4376,2.0,164.97312209999998,38311.78463,Environment,54.9910407,No,696.6913909,No,Female,By_16:00,0.5362061020000001,0.44119461,3.511501674,9.087491983,6.89505616,8.948530822999999,7046.0,1.8800713119999999,644.8856866,8256.685281999999,75280.76805,No,,25.39459956,244.7567779,89.97698685,3089.005598,90.0,Below_30,0.0,907.5914631,8.0,Motorcycle_or_truck,Industry_or_other,515.0504123,2.0,Yes
5335,,58.648919400000004,9209.46137,Education,19.5496398,No,471.0808723,Yes,Female,After_16:00,0.345890811,0.200197807,1.4481633669999998,3.15902102,4.829445584,1.54923941,4736.0,,447.0913773,5604.991478,53783.20549,No,221917.1882,21.1445354,88.57993062,37.72973681,411.7380561,100.0,45_and_up,1.0,667.0451199,10.0,Public_or_other,Services_or_Retail,435.10958619999997,0.0,Yes
4800,6.0,940.4236371,90553.22422999999,Healthcare,313.4745457,No,288.8694647,Yes,Female,After_16:00,0.138135932,0.406470431,9.38054621,0.771296166,9.743127102999999,4.764169166,8806.0,80.82444449,359.2903277,3607.275303,42388.48281,No,83445.56766,18.95495523,280.7721806,33.10648329,,80.0,Below_30,1.0,542.1281478,8.0,Motorcycle_or_truck,Student_or_Unemployed,379.7598128,0.0,No
6463,3.0,329.7943396,35679.08631,Financial,109.9314465,No,324.55759869999997,Yes,Male,By_16:00,0.36992621700000006,0.27277260600000003,5.629498977000001,0.5813504970000001,3.6369615439999996,6.763884739,5054.0,22.80369133,378.04125289999996,4001.658492,44980.16543,No,105337.6348,19.44328298,235.5548949,56.71860054,12204.854379999999,60.0,30-45,2.0,573.1143228,5.0,Foot_or_bicycle,Industry_or_other,400.8428706,2.0,No
2476,7.0,259.5039262,27048.32322,Environment,86.50130873,No,312.69264730000003,Yes,Male,By_16:00,0.80692154,0.722515432,6.9527564360000005,3.5708591689999998,0.894391101,8.05073827,3180.0,86.04682817,385.01693430000006,3896.9603420000003,46140.249169999996,No,97776.69167,19.62184839,228.97239199999999,62.44208829,7578.97772,90.0,45_and_up,1.0,595.678406,8.0,Foot_or_bicycle,Student_or_Unemployed,435.7878008,1.0,No
3061,7.0,460.0086947,64466.70585,Military,153.3362316,No,420.4270914,Yes,Male,After_16:00,0.209926986,,4.988831568,3.928415754,5.394039508,2.8692682460000003,4971.0,44.90893614,372.4997403,4949.2703950000005,46495.2744,Maybe,176758.9392,19.30025234,172.5999756,58.68983797,23675.33614,30.0,30-45,1.0,584.8584455,8.0,Car,Services_or_Retail,415.1319402,0.0,No
6722,10.0,64.40888737,9458.330181,Other,21.46962912,No,440.5446469,Yes,Female,After_16:00,0.32564465600000003,0.039378356,5.791852905,0.927564257,1.255214338,3.251327162,7897.0,98.15594724,382.8408225,5171.128114,49378.37503,Maybe,194079.5859,19.56631857,131.7893175,9.821214201,492.41460379999995,50.0,30-45,5.0,633.4340361000001,9.0,Car,Industry_or_other,489.64566229999997,0.0,Yes
8974,8.0,65.84251932,5968.9578630000005,Environment,21.94750644,No,271.9651947,Yes,Female,By_16:00,0.856116512,0.746165053,5.043083483,1.3620852680000002,9.294670136,1.425494931,4049.0,63.25133387,497.0239293000001,3713.699806,58694.428360000005,No,73965.06713,22.29403349,258.70001,88.88725692,513.6405454,90.0,Below_30,4.0,785.5855713,13.0,Public_or_other,Industry_or_other,622.1350309,0.0,Yes
6372,4.0,549.4880038,82025.25619,Military,183.1626679,No,447.82737180000004,Yes,Female,After_16:00,0.294158505,0.608955521,6.880862297999999,3.0031940319999997,4.54974046,3.219661571,9906.0,86.82443872,528.3961392,5535.065996,60116.154389999996,,200549.3549,22.98686884,81.05908746,62.417759,33741.7256,30.0,45_and_up,1.0,742.7609566000001,5.0,Motorcycle_or_truck,Services_or_Retail,444.8433884,0.0,No
1952,2.0,1991.6862579999997,293662.8487,Education,,Yes,442.3329944,Yes,Female,,0.992105817,0.5965080110000001,2.020804102,8.911540511,0.389117193,7.033995762000001,7477.0,33.82929324,217.20740759999998,4857.744759,32390.05395,Yes,195658.4779,14.73795805,337.1004425,86.43546512,441431.0232,100.0,45_and_up,3.0,402.6286715,13.0,Foot_or_bicycle,Hightech,325.8174106,0.0,Yes
6856,1.0,162.8328155,37435.05167,Financial,54.27760517,No,689.6960827,No,Female,By_16:00,0.559236759,,5.776008447000001,4.36309326,5.296948857,4.531759196,5439.0,23.41660762,674.3333378,8245.627503,76835.89672,No,475680.6865,25.96792902,258.04966060000004,40.93964933,3010.336028,60.0,Below_30,4.0,918.5738794,,Public_or_other,Public_Sector,485.4085342,0.0,Yes
5977,4.0,299.17747230000003,47313.09239,Environment,99.72582411,No,474.43170130000004,Yes,Female,After_16:00,,0.7096343279999999,5.606824709,0.052578973,1.409769796,2.508526025,3519.0,96.93555140000001,435.35223439999993,5615.021482,54170.13852000001,No,225085.4392,20.86509608,70.19542084,80.80901064,10054.96582,90.0,Below_30,2.0,684.4041124,9.0,Foot_or_bicycle,Student_or_Unemployed,490.28786260000004,2.0,No
9505,3.0,262.150102,24904.01145,Environment,87.38336732,No,284.9971592,Yes,Female,By_16:00,0.8788840240000001,0.295824801,3.4500080860000004,0.164324271,2.721713432,8.215590874,7595.0,55.90259016,397.1570278,3644.2856479999996,45635.10317,No,81223.38077999999,19.92879896,261.63328959999996,10.29775613,7733.236251,90.0,30-45,1.0,581.9755896,10.0,Car,Public_Sector,392.0690973,2.0,Yes
6987,10.0,444.837579,62261.50023,Environment,148.279193,No,419.8937084,Yes,Female,After_16:00,0.98628239,0.640188458,,9.649373489,0.41240649999999995,8.775076283999999,7090.0,21.59387306,452.2017369,5103.340558,56579.857110000004,No,176310.7264,21.26503555,120.80600420000002,87.36322054,22144.99827,90.0,Below_30,2.0,737.3519147999999,11.0,Foot_or_bicycle,Public_Sector,576.7619616000001,0.0,Yes
708,1.0,252.26751099999998,60092.78914,Financial,84.08917032,No,714.6317286000001,No,Male,By_16:00,0.400385638,0.374845466,5.53961918,8.220828655,3.882938607,4.98317719,9247.0,7.649384462,638.5990956,8423.515476999999,74651.64742000001,No,510698.5075,25.27051831,255.5193776,86.07717312,7165.077735,60.0,45_and_up,1.0,894.3541065,5.0,Car,Hightech,496.30349529999995,0.0,Yes
3568,7.0,350.62173889999997,60293.81096,Healthcare,116.87391299999999,No,515.8876726,No,Female,After_16:00,,0.101182547,5.325687425,1.156193693,1.166744367,4.637288863,6299.0,66.90062019,453.6404669,6066.15766,56478.65065,No,266140.0908,21.29883722,49.13803028,81.76904975,13786.38545,80.0,30-45,3.0,708.0678584,7.0,Motorcycle_or_truck,Hightech,496.4053419,0.0,Yes
8003,1.0,272.2055804,65480.192039999994,Environment,90.73519347,No,721.6625604,No,Female,After_16:00,0.27754329699999997,0.36368307299999997,9.477137991000001,0.721104243,2.38093294,2.633161061,5599.0,25.27094963,648.8329206000001,8514.291445,75787.22353999999,No,520796.8511,25.47219897,267.03816209999997,88.37470098,8333.610526999999,90.0,30-45,2.0,908.5577621,10.0,Public_or_other,Student_or_Unemployed,504.883755,0.0,No
2979,3.0,209.45484530000002,46474.69038,Social,69.81828178,No,665.6521644,No,Female,By_16:00,0.180952427,0.6789329540000001,4.191918366,8.82497259,9.529803765,7.267045572000001,3546.0,98.91379604,636.848774,7930.2191920000005,73597.61442,No,443092.8039,25.23586285,214.9896565,70.69687569,4954.410752000001,70.0,Below_30,2.0,886.1122805,8.0,Car,Public_Sector,492.76633480000004,0.0,No
1592,1.0,201.4413935,32863.59119,Social,67.14713117,No,489.4265863,Yes,Female,After_16:00,0.732690985,0.6405922620000001,2.880151765,1.06951551,1.257506581,5.546212627,7870.0,76.10358691,424.542091,5743.350045,52774.189060000004,No,239538.3834,20.60441921,87.93107115,80.8124142,4585.884355,70.0,Below_30,5.0,659.086406,7.0,Public_or_other,Student_or_Unemployed,456.11173089999994,0.0,No
1037,6.0,49.027322,5116.547404,Environment,16.34244067,No,313.0834315,Yes,Male,After_16:00,0.10173145199999999,0.7862591109999999,9.489093376,0.215765575,0.39357701799999995,3.5385304410000002,7796.0,32.52901305,381.1034096,3893.041135,44795.1242,No,98021.2351,19.52187003,247.05574449999997,43.40674693,293.41780760000006,90.0,Below_30,1.0,569.6151747,9.0,Motorcycle_or_truck,Industry_or_other,390.6275258,0.0,No
3997,,500.5865791,79518.82028,Financial,166.862193,No,476.55384860000004,Yes,Female,By_16:00,0.665425476,0.113370527,6.058488422999999,6.8773171820000005,3.6147942489999996,1.2848230520000001,9066.0,12.96144493,415.8961629,5597.330812,52164.37418,No,227103.5706,20.39353238,92.58894608,24.84373136,28019.85366,60.0,Below_30,1.0,656.5546645,5.0,Motorcycle_or_truck,Hightech,469.185466,3.0,Yes
8086,8.0,567.0351062000001,51865.421180000005,Environment,189.0117021,No,274.40322799999996,Yes,Female,After_16:00,0.9815417390000001,0.374918607,4.241719197,,8.632941727999999,9.708639593,4127.0,19.33470941,516.4712363,3776.974753,60966.453279999994,No,75297.13155,22.72600353,272.2306833,29.08536454,35924.43522,90.0,45_and_up,0.0,818.0013812000001,15.0,Public_or_other,Student_or_Unemployed,651.4738915,2.0,Yes
3028,2.0,,11276.125759999999,Environment,28.34670566,No,397.7931648,Yes,Female,By_16:00,0.531699477,0.362396361,2.359966121,9.476142752000001,6.581249497999999,9.271965427,7975.0,5.030461727,355.01048169999996,4687.952612,48748.94485,No,158239.402,18.84172183,199.2258067,17.63378985,841.8824275000001,90.0,Below_30,3.0,,11.0,Foot_or_bicycle,Student_or_Unemployed,590.6792396000001,1.0,Yes
9522,2.0,481.11303219999996,74781.38333,Healthcare,160.37101069999997,No,466.30237589999996,Yes,Male,After_16:00,0.563925917,0.8004208629999999,9.590400488,8.825151613,6.004962474,6.551112302000001,3452.0,12.04009266,371.1949325,5405.413624,50016.66156,No,217437.9058,19.26641982,138.6970447,26.41230964,25889.23209,80.0,30-45,1.0,650.1388632000001,10.0,Public_or_other,Student_or_Unemployed,538.8663726,0.0,Yes
1602,9.0,327.9980175,38299.33956,Social,109.33267250000002,No,350.3009547,Yes,Female,By_16:00,0.275640735,0.683283248,,1.597166175,3.507879642,5.992895799999999,6663.0,71.14373175,386.89070669999995,4276.79096,47329.6856,No,122710.7588,19.66953753,193.377675,80.2740453,12072.96595,70.0,Below_30,1.0,609.8254887999999,8.0,Car,Public_Sector,453.18751460000004,0.0,No
948,2.0,224.67915789999998,34813.41815,Social,74.89305263,No,464.84175669999996,Yes,Female,By_16:00,0.36506379299999997,0.9199488020000001,6.831449789,8.882778678,0.853686174,5.314608314,5905.0,17.25638737,419.95031370000004,5488.3181939999995,52368.02078,No,216077.8588,20.49268928,91.6247042,69.77345583,,70.0,Below_30,3.0,660.7369758,13.0,Motorcycle_or_truck,Services_or_Retail,472.59503550000005,0.0,Yes
1435,10.0,163.0524826,37080.388960000004,Environment,,No,682.2414791,No,Female,After_16:00,0.524963839,0.50869284,5.20170633,7.128218757000001,8.08082104,5.430360981000001,7887.0,55.24928186,663.0779717,8148.570734999999,75791.61454,No,465453.4359,25.75030042,245.033824,73.63549541,3018.36328,90.0,45_and_up,0.0,907.3263151000001,10.0,Motorcycle_or_truck,Hightech,484.66398530000004,0.0,No
5959,8.0,239.71579759999997,33404.10972,Environment,79.90526586,No,418.0464123,Yes,Female,After_16:00,0.690669992,0.138095241,1.315519197,3.583406133,1.592363706,5.705333082,3892.0,79.46879235,384.4644507,4949.393024,49371.23774,No,174762.8028,19.60776506,141.6508179,50.7313781,6474.756778,90.0,30-45,0.0,637.9811833,13.0,Motorcycle_or_truck,Public_Sector,500.3170728999999,0.0,Yes
8816,3.0,1455.1346,325735.381,Social,485.0448668000001,Yes,671.5572172000001,No,Female,By_16:00,0.38202548299999994,0.363684503,7.9482737420000005,4.746868513,3.2750654239999997,,6541.0,92.76887559999999,654.6401501,8024.852472,65644.31749,Yes,450989.0959,25.58593657,478.6841539,21.01321251,235763.5677,70.0,30-45,2.0,696.6934392000001,9.0,Motorcycle_or_truck,Services_or_Retail,80.72316489,0.0,No
2627,5.0,405.1803118,54345.517320000006,Healthcare,135.0601039,No,402.380242,Yes,Male,By_16:00,0.8113004079999999,0.32117253,3.9541987260000004,,6.371292917000001,6.035745551000001,8171.0,5.056620971,372.5934222,4768.989265,49360.99825,No,161909.8592,19.30267915,168.9489446,29.08872007,18386.29178,80.0,45_and_up,2.0,651.9429815000001,,Foot_or_bicycle,Hightech,552.7417546,0.0,No
2138,1.0,102.5962823,12930.61307,Military,34.19876077,No,378.101802,Yes,Male,After_16:00,0.276568111,0.32521612899999996,9.498538053999999,1.214876815,8.621811743,0.523846589,9812.0,2.437832486,380.8801975,4542.778415,46763.39248,Maybe,142960.9727,19.51615222,184.6632952,99.53249295,1213.753999,30.0,45_and_up,3.0,595.0642286,9.0,Public_or_other,Hightech,428.92374129999996,3.0,Yes
2121,10.0,1191.474739,147791.0881,Healthcare,397.15824649999996,Yes,372.1214137,Yes,Female,After_16:00,0.30297107,0.41852402899999996,8.622701322000001,2.530047016,2.576260567,2.4074330230000003,7024.0,16.0163783,294.8099537,4310.834044,40697.34253,Yes,138474.3465,17.17003068,243.75865980000003,62.68940207,158141.831,80.0,30-45,2.0,537.0298432999999,10.0,Foot_or_bicycle,Public_Sector,468.97748729999995,0.0,No
2363,4.0,405.25130079999997,63875.45582999999,Healthcare,135.0837669,No,472.8581181,Yes,Female,After_16:00,0.7082568859999999,0.829166395,4.198068047,3.664580879,0.49320957600000004,3.910932525,7327.0,59.57877357,322.8437902,5374.268762,43329.08036,No,223594.7999,17.96785436,199.91219519999999,95.063449,18392.70786,80.0,Below_30,2.0,543.5623782,11.0,Motorcycle_or_truck,Student_or_Unemployed,411.4343103,0.0,Yes
1296,7.0,666.2160615,72353.60532999999,Education,222.0720205,No,325.8114424,Yes,Male,By_16:00,,0.22594481800000002,3.3391038839999996,2.820177104,0.509922262,2.6998669960000004,4627.0,6.936168112000001,424.611334,4107.337092,51034.98742,No,106153.09599999999,20.60609944,189.806512,69.10480775,49548.054319999996,100.0,30-45,3.0,665.3245226,14.0,Motorcycle_or_truck,Public_Sector,501.1863557,4.0,No
8840,5.0,734.937307,103968.0558,Environment,244.9791023,No,424.3956109,Yes,Male,By_16:00,0.13195422199999998,0.330932735,0.340795536,8.492962287000001,4.578509829,0.978177381,9265.0,67.63762285,386.6044419,5017.164993,49595.38953,No,180111.6345,19.66225933,136.3043498,25.92890847,60269.739689999995,90.0,45_and_up,1.0,639.3467933,14.0,Motorcycle_or_truck,Hightech,497.92646900000005,0.0,No
6872,3.0,73.19988573,7225.073791,Healthcare,24.39996191,No,296.1100438,Yes,Male,After_16:00,0.096297646,0.306664988,6.066932515,1.8201214559999999,1.770448559,5.125804625,7531.0,63.82808054,501.2148786,3963.530196,60035.52515,No,87681.15806,22.38782881,251.9574637,7.5191412589999995,629.7581031000001,80.0,45_and_up,2.0,804.7144846,12.0,Foot_or_bicycle,Public_Sector,648.0201789,2.0,No
1788,9.0,1066.976398,254730.7884,,355.65879920000003,Yes,716.2223709,No,Male,By_16:00,0.839431733,0.217383128,9.657848892,0.7914920409999999,1.29666006,8.072065786,6557.0,24.24695787,38.23600115,7238.695712000001,15844.20715,Yes,512974.4846,6.183526595,695.8293105,80.58392252,126858.8403,60.0,Below_30,1.0,119.28565449999999,8.0,Public_or_other,Services_or_Retail,26.50203273,0.0,Yes
