,Unnamed: 0,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Looking_at_poles_int,Married_int,Gender_int,Voting_time_int,Financial_agenda_matters_int,Will_vote_only_large_party_int,Age_group_int,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Healthcare,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military,Main_transportation_Car,Main_transportation_Public_or_other,Main_transportation_Foot_or_bicycle,Main_transportation_Motorcycle_or_truck,Occupation_Services_or_Retail,Occupation_Public_Sector,Occupation_Student_or_Unemployed,Occupation_Hightech,Occupation_Industry_or_other
Overall_happiness_score,0.0001644689859895184,0.005170215347900067,0.23483324691122176,0.22499947455980482,0.23819371159788807,0.10463086031174502,0.005383383439360998,0.00850978676181293,0.003312479534677738,0.022453236768602457,0.004256574076217641,0.013616185180710956,0.007908431144896994,0.01401896034764919,0.2260599213167856,0.06552419881411796,0.4127892456362664,0.11722813309263799,0.23744142751062683,0.2164713424588925,0.0047842819186275105,0.2530372562821667,0.1048848848390013,0.019170361854228015,0.5992968699543636,0.17855385530890153,1.0,0.022849933914094282,0.25809020669176014,0.08225018034421032,0.004794700722193234,0.0011454594965973814,0.011318597888111487,0.31467865825609026,0.005517016377985062,0.027067793759433606,0.025108053563402136,0.024377214743046532,0.03366924580030683,0.02084713704970333,0.08033508273234156,0.024079972197611422,0.11326633694046513,0.007969767959847072,0.003406154432580344,0.00120659236947925,0.0030516271357406005,0.0018247135690866976,0.02030962744414082,0.005975624770700629,0.004820325518908553,0.020893039523654615
Num_of_kids_born_last_10_years,0.00015469438829316412,0.01019736880867056,0.03521141600607329,0.023872664024618826,0.0336103726010709,0.00028782459498462114,0.004345228841167534,0.007177490628997284,0.006034139952586177,0.020750925669721858,0.01898550170561374,0.006768825322450722,0.012258636781483362,0.0002789948885957023,0.025848620947771697,0.0031003484000493666,0.02607549751161174,0.003018967225609596,0.028413320090005363,0.023631168418802403,0.019613339501216003,0.03556928177879099,0.013553481872249017,0.006840110065340751,0.032952291340030165,0.01384740430792454,0.022849933914094282,1.0,0.02588009056436005,0.004123882277815536,0.005272234938187649,0.013627803037140635,0.0002917802804217948,0.019931091949770594,0.008871942208656499,0.0061039651123992265,0.005356503131310387,0.0006658701425421424,0.0091235351008115,0.005040701985501093,0.0022005250565611083,0.008669685315658626,0.009136051574012174,0.022263740107947034,3.410519671229032e-05,0.0003908425843986073,0.019884738170611784,0.008981386969468996,0.005116100889415335,0.007769233588789796,0.002747800442183116,0.014068326650869723
Looking_at_poles_int,0.0010887152992524027,0.010093666258101165,0.6823155342151468,0.5823116229374906,0.6841520705322228,0.0033372426217330954,0.00415263990912114,0.00877180154879195,0.025005496855591475,0.010820470896552395,0.004025919830344295,0.005817646376470908,0.009990790998042716,0.0012130830810017398,0.13939430965973684,0.0271936337978292,0.1780891490311271,0.0811325644553707,0.20374910181162437,0.4377642475061353,0.011238044268445026,0.7561922081435949,0.1555573973743173,0.0014740333012995058,0.22078661883566833,0.32865516082584373,0.25809020669176014,0.02588009056436005,1.0,0.2438054831804761,0.0177618978198964,0.0055851211632736986,0.005501819948275798,0.9016691383646542,0.01598125925005351,0.029065535157592165,0.05478197420271806,0.021657585856753328,0.03685390690747937,0.04301095793189485,0.10788940508683324,0.10312579382055875,0.1217474000879384,0.002327647285562606,0.0023368620420419163,0.011157092218224756,0.011779183336057054,0.011324868374819767,0.002303035970960192,0.003730997378824289,0.0026421976664798893,0.006767572743722933
Married_int,0.013343103373801384,0.03355210165778969,0.14204621598642056,0.3968479059441034,0.1475074011732805,0.7217740315755001,0.0008861944725064083,0.01195061775498788,0.020975419170413085,0.015417409212788127,0.0036771472648694493,0.004477454695847397,0.006188939151194386,0.0036576498244956512,0.28008982166979307,0.7194208800492298,0.3700203978452523,0.7787662875935976,0.21633446470233747,0.031599450242941536,0.0008511447095674744,0.17391635347534778,0.05273227262871668,0.009919076753042091,0.2544852163746638,0.09041435281827746,0.08225018034421032,0.004123882277815536,0.2438054831804761,1.0,0.00148656571078474,0.0018066133376843016,0.00839250627534679,0.21038273203539268,0.0008697537253056065,0.015024291507092597,0.016171770751113205,0.005789277105332696,0.004668433566201563,0.02225816116873048,0.02807669008454493,0.06367286492931683,0.03263435364048877,0.00031550044471826143,0.003393215659611511,0.001273489931386494,0.003926156544073775,0.0018502562643566201,0.002589702870521355,0.020717283416110805,0.009493502216587901,0.009172190424694264
Gender_int,0.018029510678638047,0.012052859434444787,0.008761920894880038,0.003308420922691711,0.011801638427609762,0.01473100576059498,0.01440504749873747,0.009143715437497408,0.02004340714538669,0.011328031644925898,0.018002490209654887,0.030308616968740366,0.013955190923333709,0.001917903835338754,0.016322832560825944,0.010010896058410998,0.006418182142240802,0.01183627727615514,0.013348799980061325,0.011426163305269044,0.013050009598232794,0.009314156582426467,0.006357709130023061,0.005029129213135064,0.005616234806664789,0.0036677048256919687,0.004794700722193234,0.005272234938187649,0.0177618978198964,0.00148656571078474,1.0,0.0005958413320231291,0.028078850501549416,0.014989525522242543,0.012154146985353052,0.015206140961751942,0.005440340788249371,0.009600470781703858,0.004045137492280021,0.0034349841351982353,0.011068319507163128,0.006815003737075298,0.010221628426843373,0.006140704168761111,0.009472063129299083,0.0054427607042130234,0.0015265916280476867,0.013784605587284591,0.0016018960477769857,0.0025060944542092834,0.0346784396740477,0.01451108094253312
Voting_time_int,0.001504332117942777,0.012379788502160153,0.005128523078244331,0.005184544845572709,0.005578473645599555,0.0032849523167176814,0.011226874136856132,0.021547237901544152,0.019781071961289136,0.0071461787648455285,0.011547687854297732,0.001996880828949563,0.0060766443981115,0.00949194269582398,0.0040637690803049685,0.0047321096905404035,4.705694250189875e-05,0.005086631792082609,0.003237155228616596,0.004730072758438968,0.025541743317609333,0.005624852042394237,0.002596869754407345,0.0010753335528453374,0.002619104316751934,0.004649459063492152,0.0011454594965973814,0.013627803037140635,0.0055851211632736986,0.0018066133376843016,0.0005958413320231291,1.0,0.010228826099277845,0.008965462904142775,0.01887939536694248,0.007601545472394485,0.005034157053453274,0.006185846841752764,0.013306011702379373,0.0007117969438066108,0.011954012289349272,0.008727924090443697,0.013258485663014156,0.0065343244057491845,0.014440031554244538,0.00507626340795446,0.0021812417126199656,0.005633970601358344,0.0009222675803616237,0.0013080861698289464,0.01632648126021456,0.009228989468259572
Financial_agenda_matters_int,0.007990419267159397,0.0058665218306162455,0.00035002898480354617,0.006877160252059547,0.002781476542379463,0.003043912450414073,0.012760521682101605,0.018857485812774886,0.0072305139081703124,0.00912698841464487,0.008058916189259795,0.021556106838175947,0.0009352001422420749,0.008169239842812443,0.003969057641172759,0.0019569653193526274,0.008376501179649635,0.0008302653656247439,0.003359024752414181,0.014693530956992067,0.004238913687154783,0.0018546637515193913,0.003578767176701489,0.01999356072799659,0.01044805131254719,0.002215118211196321,0.011318597888111487,0.0002917802804217948,0.005501819948275798,0.00839250627534679,0.028078850501549416,0.010228826099277845,1.0,0.0036587126381147314,0.0007370634295079936,0.018281558021760447,0.005170801489703625,0.008654511426585666,0.001887208914952934,0.004264673106380938,0.004977396322850643,0.00655360362562832,0.01205884241603559,0.011779567066333903,0.004122267530311032,0.0032272396588502446,0.017392898786999265,0.014792594491947001,0.03047302642473075,0.00514864263446001,0.0034632878847549366,0.024063907539392138
Will_vote_only_large_party_int,0.0005219444576192071,0.0039118478918957434,0.6143996853180775,0.5320107576491735,0.6160883190964682,0.029966498030424532,0.010421987183521367,0.010297372394043984,0.022421312902211155,0.0075092299638186664,0.010641628124106267,0.0021613594814774983,0.01328271567019633,0.002808400940021325,0.1529414498889892,0.0010482875222125364,0.19721031559892235,0.090314139726394,0.20499316379765034,0.3433757468010932,0.002250051884403327,0.6813768755947293,0.1666595755974389,0.0021120844358812362,0.25366312980346234,0.18193058822994895,0.31467865825609026,0.019931091949770594,0.9016691383646542,0.21038273203539268,0.014989525522242543,0.008965462904142775,0.0036587126381147314,1.0,0.02588191077051878,0.05309962917721022,0.024876949651736584,0.06102296009702973,0.04050870308958945,0.03945792452001571,0.12426129780176304,0.1187748228537354,0.1394513066035775,0.004752931256824775,0.0016946934314921462,0.009515026050769686,0.01626104336210998,0.013005390694319843,0.007837377646477777,0.009608569443096421,0.0012434038554170548,0.010495389791117634
Age_group_int,0.017497814101025664,0.01609710796676142,0.018968633323028266,0.017573418340162072,0.018359783064124363,0.0042843607540631375,0.02003930110352126,0.009294331969053944,0.016832721420200245,0.005881707598378218,0.005380726060368943,0.02896310087808484,0.01159892289390517,0.013608448284107502,0.015097872592964356,0.006398644495096522,0.011867400137911738,0.0064232148756975475,0.009237686173339895,0.013068542149648657,0.010065650653701162,0.017528492166287993,0.038010445969070425,0.0016730697514306975,0.009607941916994723,0.030424995231057548,0.005517016377985062,0.008871942208656499,0.01598125925005351,0.0008697537253056065,0.012154146985353052,0.01887939536694248,0.0007370634295079936,0.02588191077051878,1.0,0.010236780374190601,0.0058313108887042475,0.034016507440322294,0.024402895511724036,0.014439639308894857,0.0016503567238139207,0.010563838111671978,0.02645153226364675,0.006665212599296281,0.026173831025314422,0.009994840919637878,0.008359821212304065,0.005378709376408129,0.016701944042874707,0.010799557259587714,0.02174555497014737,0.0047546244867706245
Most_Important_Issue_Social,0.0020222935739639693,0.009688338563635795,0.025329322993849178,0.02686348623979945,0.02055665073848499,0.010818338796283996,0.017155331460407326,0.01791712131394756,0.023009075170314672,0.011294089831398433,0.0018744039973295735,0.006632524443044648,0.007153619290194799,0.004768708031181303,0.0005006247908537942,0.00896736815709349,0.005029445508416512,0.00506934467717742,0.0011090713390321558,0.016987696924792302,0.009462863062060303,0.024895657315653064,0.1029813146157614,0.023464514535737807,0.015733604387728924,0.1111147053771404,0.027067793759433606,0.0061039651123992265,0.029065535157592165,0.015024291507092597,0.015206140961751942,0.007601545472394485,0.018281558021760447,0.05309962917721022,0.010236780374190601,1.0,0.20706553781263373,0.215522954973803,0.1988154158939317,0.21215248119338617,0.1002702371903272,0.09584303295125503,0.11314957825839107,0.008607678311255623,0.003199865620965001,0.0036163718276940784,0.00034424821084307896,0.004203647439167819,0.01456576397228845,0.02707057068928494,0.001702756611872198,0.014812115496266622
Most_Important_Issue_Education,0.006498299942494411,0.010242002539798501,0.03655384951363676,0.02685576075952091,0.038084538453103695,0.013372366375549014,0.00570525026276269,0.00819601195770404,1.694773446101403e-05,0.015246900375828158,0.0006410468503765094,0.005328771260682722,0.012203629067497602,0.005171362314222558,0.003663061823631732,0.013565740062329884,0.003374279405647711,0.0034435271853150147,0.0017230971709927465,0.04731411280207178,0.0049554509289342925,0.04193124469221356,0.584108560118052,0.021940090701449973,0.012545575226898914,0.3930023282914292,0.025108053563402136,0.005356503131310387,0.05478197420271806,0.016171770751113205,0.005440340788249371,0.005034157053453274,0.005170801489703625,0.024876949651736584,0.0058313108887042475,0.20706553781263373,1.0,0.20849013452090048,0.19232778619612098,0.20522964409207684,0.0969982767858373,0.09271553851573272,0.10945734664292459,0.004431481797809548,0.016524431605104323,0.002245590334563613,0.014103988481229148,0.011213904683272307,0.004015839780660063,0.0003440726470045894,0.010454543019644947,0.02103123967456075
Most_Important_Issue_Environment,0.004184318063599935,0.005420112858374792,0.013266525914880813,0.0013707145499731528,0.016312474173204743,0.012500341346678618,0.005120489096200624,0.007253171648657959,0.010518931107909512,0.011252800865022968,0.0005886357496308202,0.004171201413407603,0.009059225161633022,0.003282952055990166,0.02113495879931716,0.0087881181543632,0.01859540554546778,0.00340378192666036,0.010211717322780032,0.038019928709080886,0.009130582051987518,0.02197890912441115,0.37061915496911185,0.008855337030770362,0.02215290988881061,0.2183126844501133,0.024377214743046532,0.0006658701425421424,0.021657585856753328,0.005789277105332696,0.009600470781703858,0.006185846841752764,0.008654511426585666,0.06102296009702973,0.034016507440322294,0.215522954973803,0.20849013452090048,1.0,0.2001832523288743,0.2136120757234167,0.10096008954986915,0.0965024264490561,0.11392803960175077,0.01612564334319442,0.006869712024285462,0.010555841217912209,0.0009595407906384152,0.0025403457186496227,0.019372262568527705,0.0027029475759842033,0.005657979329840819,0.010266030467513506
Most_Important_Issue_Financial,0.0010936664171546705,0.005623729566952363,0.018127591837828864,0.006732172667000208,0.019966560350155208,0.021132204788520115,0.001534743030684296,0.014420299823376007,0.007906165173048589,0.027569515791117275,0.01237395246370179,0.0002313713744079059,0.0030761012840717044,0.008823947219987128,0.016088298236297344,0.01770079386147964,0.017435842729418154,0.008488971059712531,0.008331906172474663,0.041855749296353814,0.008079689441114313,0.02128544947522781,0.3141512864049589,0.008482665595831863,0.024257224687574516,0.2571866020790145,0.03366924580030683,0.0091235351008115,0.03685390690747937,0.004668433566201563,0.004045137492280021,0.013306011702379373,0.001887208914952934,0.04050870308958945,0.024402895511724036,0.1988154158939317,0.19232778619612098,0.2001832523288743,1.0,0.19705266977285438,0.09313356990203149,0.08902146897334501,0.1050962324554044,0.00022195655395383757,0.00943108872582763,0.0053267492609531345,0.0161034514111238,0.002876160677372636,0.004598246848292489,0.011768176961988478,0.0050490473318737916,0.01824862655157104
Most_Important_Issue_Healthcare,0.004154295530769562,0.005215075739424138,0.038693976632631896,0.031239902994081442,0.03718671108347779,0.016475443110114976,0.006213291165901819,0.013038613390517338,0.012545201742321878,0.004128936831748378,0.0023226153462759668,0.001696355646649057,0.022822853899981732,0.008989798615054168,0.004459958791140094,0.014596882860466252,0.0034807983208761713,0.0031042015415632383,0.007832193469535656,0.04899240937799515,0.010478596076106734,0.03389096543496487,0.13099600401264944,0.007506454825450619,0.005342778789741298,0.05054280025904944,0.02084713704970333,0.005040701985501093,0.04301095793189485,0.02225816116873048,0.0034349841351982353,0.0007117969438066108,0.004264673106380938,0.03945792452001571,0.014439639308894857,0.21215248119338617,0.20522964409207684,0.2136120757234167,0.19705266977285438,1.0,0.09938121673446683,0.09499326517140426,0.11214636641349032,0.0177820648093067,0.0023975331646039506,0.008379327555005605,0.012252482276907947,0.007439314591126368,0.017948770221988236,0.005241494549229914,0.0138463753992706,0.00227801535344423
Most_Important_Issue_Foreign_Affairs,0.0024985846070853623,0.0015312912787637809,0.07404745024566638,0.047967795044290336,0.07516541866573313,0.06691373131548632,0.008859133079624878,0.014955312026076745,0.008399122113929236,0.0005876960385874904,0.017152331306326193,0.006689244286795282,0.0019056027265396444,0.0017296182558144994,0.011506846563954308,0.06435269951962662,0.003793742588886638,0.03629337485250363,0.023951397858641702,0.1488491602764337,0.012910374893576285,0.08144884926680061,0.37969061034340246,0.00027922539150276984,0.020605024709059516,0.17282802206178002,0.08033508273234156,0.0022005250565611083,0.10788940508683324,0.02807669008454493,0.011068319507163128,0.011954012289349272,0.004977396322850643,0.12426129780176304,0.0016503567238139207,0.1002702371903272,0.0969982767858373,0.10096008954986915,0.09313356990203149,0.09938121673446683,1.0,0.04489694005293701,0.053004059613447015,0.005828392946810597,0.00038297469488142503,0.006650288475858475,0.014678459881661938,0.02465387795091613,0.01577140507988206,0.0066621141875573275,0.004961687866750018,0.004998872341278925
Most_Important_Issue_Other,0.001980851378224196,0.004078305522172341,0.069559225190993,0.05664538324870763,0.07045278233308802,0.01721683890172274,0.005795890611827031,0.005834366120540406,0.004650170190549021,0.014111039428659442,0.02568976484211318,0.005163236040154952,0.00982154480644839,0.0035470225794337535,0.06311539220177727,0.00594162217563559,0.05587974395737481,0.008772670776831342,0.04497907513697907,0.08747266905775954,0.002261987448980268,0.07963904012446431,0.25737812909718905,0.005804031337355669,0.05796158822647578,0.08841028333843115,0.024079972197611422,0.008669685315658626,0.10312579382055875,0.06367286492931683,0.006815003737075298,0.008727924090443697,0.00655360362562832,0.1187748228537354,0.010563838111671978,0.09584303295125503,0.09271553851573272,0.0965024264490561,0.08902146897334501,0.09499326517140426,0.04489694005293701,1.0,0.05066378592920748,0.010520443148354618,0.004026042228113969,0.018837018575547534,0.003745071051587192,0.020736517454552985,0.012837379251725092,0.025736996332434373,0.0036271478117972885,0.00235337397111059
Most_Important_Issue_Military,0.009502553313490768,0.01778754733030276,0.09444783949853391,0.07000311127184446,0.09314829233076942,0.03821649159833972,0.009909555316115128,0.02081752566276084,0.011941700027764913,0.00038552169494487535,0.015868314930268336,0.0016467816486557187,0.005475980961914663,0.018103814090461176,0.011035740266256255,0.03368409396203129,0.029968980798073572,0.007412335399050273,0.003943317273411029,0.10607092844179924,0.01562279899470091,0.09875997777279537,0.5530675782447617,0.005709670029449629,0.056101665082954985,0.2702822915811655,0.11326633694046513,0.009136051574012174,0.1217474000879384,0.03263435364048877,0.010221628426843373,0.013258485663014156,0.01205884241603559,0.1394513066035775,0.02645153226364675,0.11314957825839107,0.10945734664292459,0.11392803960175077,0.1050962324554044,0.11214636641349032,0.053004059613447015,0.05066378592920748,1.0,0.00921675717282351,0.004951451769921342,0.009425175220522213,0.009850516920585495,0.00603719920204398,0.0040071725386115415,0.0005625491265288211,0.015796795787728832,0.021465525153812084
Main_transportation_Car,0.012414205370018801,0.01868228521716579,0.0013195930444580234,0.009845633864965462,0.002571890256322935,0.012496224009383751,0.0004866122110440538,0.002179749407317431,0.0015240551803124757,0.0024967083581689414,0.0073548524662552794,0.013927993021758941,0.013035115622778025,0.010872102877791475,0.011210720072050004,0.011024812208518395,0.0042627711549896655,0.007810939212642555,0.006716060379004384,0.012011107787612722,0.011463660102962988,0.00491614831616758,0.007636552762882229,0.01040096330103811,0.0039199797629059195,0.008007993189545558,0.007969767959847072,0.022263740107947034,0.002327647285562606,0.00031550044471826143,0.006140704168761111,0.0065343244057491845,0.011779567066333903,0.004752931256824775,0.006665212599296281,0.008607678311255623,0.004431481797809548,0.01612564334319442,0.00022195655395383757,0.0177820648093067,0.005828392946810597,0.010520443148354618,0.00921675717282351,1.0,0.3231873354097281,0.3299366405993956,0.32881178845864545,0.006522469074930646,0.009922013549935424,0.009507288407251893,0.014203985213095864,0.015905326108618324
Main_transportation_Public_or_other,0.009139306435056987,0.004572538907058103,0.0023924642781943343,0.010438190724877554,7.577180184578162e-05,0.0019579269651843695,0.003986398738721282,0.015403739869410142,0.008127720087064463,0.023139784779247045,0.014519862953026616,0.012584992053225963,0.007406893379230852,0.011905965677961403,0.006887643316296918,0.002005604928068456,0.0023853848755536824,0.003041575203982765,0.0015332726317619158,0.014973660019996421,0.0032611612376085507,0.0006820861264951131,0.01037631639608722,0.0021651330954181505,0.0015607097418110386,0.01659821082681496,0.003406154432580344,3.410519671229032e-05,0.0023368620420419163,0.003393215659611511,0.009472063129299083,0.014440031554244538,0.004122267530311032,0.0016946934314921462,0.026173831025314422,0.003199865620965001,0.016524431605104323,0.006869712024285462,0.00943108872582763,0.0023975331646039506,0.00038297469488142503,0.004026042228113969,0.004951451769921342,0.3231873354097281,1.0,0.33031992955040346,0.3291937706635624,0.0230832959024409,0.017888436356180284,0.006510787749005444,0.002154519191990541,0.0027097022221910065
Main_transportation_Foot_or_bicycle,0.009769194595291639,0.0015604999112574702,0.002058090080411443,0.014288438065587994,0.0023644836127531678,0.016112745069573966,0.0006567269843323688,0.004564243806102693,0.003864112631825019,0.023839770109340908,0.0023014137846725747,0.006628754388177864,0.006939331762412037,0.007750833079729337,0.02663614658685761,0.010374159016957327,0.018254690768261382,0.013961554781177136,0.025018389182550553,0.0016051898259415369,0.006090599463621736,0.0027853195065059315,0.003698480628507209,0.005534363848532843,0.01984841917262724,0.005987049753146477,0.00120659236947925,0.0003908425843986073,0.011157092218224756,0.001273489931386494,0.0054427607042130234,0.00507626340795446,0.0032272396588502446,0.009515026050769686,0.009994840919637878,0.0036163718276940784,0.002245590334563613,0.010555841217912209,0.0053267492609531345,0.008379327555005605,0.006650288475858475,0.018837018575547534,0.009425175220522213,0.3299366405993956,0.33031992955040346,1.0,0.3360685116614936,0.004488170316405998,0.011016826426602642,0.007271536186804837,0.016737526656255206,0.01434072912717375
Main_transportation_Motorcycle_or_truck,0.007224505559078319,0.028108823686109223,0.002861914994877006,0.01163676630604585,0.0020279651075285044,0.003435562794059916,0.004746333884323815,0.01264552769508715,0.005728795904637103,0.007113250710568306,0.007240676721013099,0.010690194955776892,0.027799757026756924,0.006465590652078581,0.02456447971980392,0.0010089052555749215,0.0188284267929584,0.0005792683666411262,0.018649103645467843,0.0047282797993431274,0.006048813138454144,0.003193268190448198,0.0001695008218224752,0.010476114413604388,0.019342106427669342,0.033970313849981046,0.0030516271357406005,0.019884738170611784,0.011779183336057054,0.003926156544073775,0.0015265916280476867,0.0021812417126199656,0.017392898786999265,0.01626104336210998,0.008359821212304065,0.00034424821084307896,0.014103988481229148,0.0009595407906384152,0.0161034514111238,0.012252482276907947,0.014678459881661938,0.003745071051587192,0.009850516920585495,0.32881178845864545,0.3291937706635624,0.3360685116614936,1.0,0.011747928265427176,0.016301103721582434,0.0018596884516766735,0.005387883674861972,0.003912959403917676
Occupation_Services_or_Retail,0.0034444780978008767,0.005155396387673281,0.0015510418476068625,0.0015731128185806405,0.002978261399859287,0.0010661847756741774,0.020203557540146383,0.003142098381968909,0.001806615153857753,0.015901221947954285,0.014197794080786056,0.011344467542886252,0.0021294472550664034,0.014863231791120163,0.007082361990076944,0.0019609870901498706,0.00770009439588153,0.0031696476431515045,0.014210611809300732,0.015231685131784849,0.005202813174432627,0.0033033160965324497,0.007099155843081151,0.01205947363303607,0.0036258906053690445,0.0034520181900163953,0.0018247135690866976,0.008981386969468996,0.011324868374819767,0.0018502562643566201,0.013784605587284591,0.005633970601358344,0.014792594491947001,0.013005390694319843,0.005378709376408129,0.004203647439167819,0.011213904683272307,0.0025403457186496227,0.002876160677372636,0.007439314591126368,0.02465387795091613,0.020736517454552985,0.00603719920204398,0.006522469074930646,0.0230832959024409,0.004488170316405998,0.011747928265427176,1.0,0.2427736626797498,0.25249533469667457,0.2481472587245589,0.2500444116351515
Occupation_Public_Sector,0.0032692980957864633,0.013586195108029197,0.001270622606854542,0.003434822965827475,0.0005687610931761878,0.009709351845307336,0.005521119259226034,0.008988523886969253,0.005859066494634429,0.008138842921785612,0.014402886979312784,0.013731191314408994,0.004877608544967667,0.0015157749957504627,0.01195704799060831,0.006414878669554766,0.012333043609045496,0.006772992742469694,0.011289836328341685,0.006167075186224035,0.004526377656224098,0.006152326238802327,0.0017152886429515832,0.004661462948908474,0.01750133935367441,0.004565817016524084,0.02030962744414082,0.005116100889415335,0.002303035970960192,0.002589702870521355,0.0016018960477769857,0.0009222675803616237,0.03047302642473075,0.007837377646477777,0.016701944042874707,0.01456576397228845,0.004015839780660063,0.019372262568527705,0.004598246848292489,0.017948770221988236,0.01577140507988206,0.012837379251725092,0.0040071725386115415,0.009922013549935424,0.017888436356180284,0.011016826426602642,0.016301103721582434,0.2427736626797498,1.0,0.24559149900916288,0.24136230999428032,0.24320759013670837
Occupation_Student_or_Unemployed,0.013079246871892339,0.019480498291029217,0.001325699741304529,0.0034214605758031984,0.0008593669410252661,0.012829270661442573,0.005980779144102183,0.022180605098336054,0.012909766695540672,0.009697763029334077,0.024633678809583046,0.01974232082371389,0.005151814110988823,0.0035511768031182937,0.02118156496181836,0.01563954300053491,0.019666421423938797,0.015836015566488507,0.012768720421430957,0.010329701703062398,0.0019241830409926237,0.0031421652819180156,0.004414328317007038,0.003952198593524894,0.01869185966939784,0.0019030680236912115,0.005975624770700629,0.007769233588789796,0.003730997378824289,0.020717283416110805,0.0025060944542092834,0.0013080861698289464,0.00514864263446001,0.009608569443096421,0.010799557259587714,0.02707057068928494,0.0003440726470045894,0.0027029475759842033,0.011768176961988478,0.005241494549229914,0.0066621141875573275,0.025736996332434373,0.0005625491265288211,0.009507288407251893,0.006510787749005444,0.007271536186804837,0.0018596884516766735,0.25249533469667457,0.24559149900916288,1.0,0.2510274655516028,0.25294663842241194
Occupation_Hightech,0.001868521786706055,0.00302540079818818,0.010367225039055194,0.004411702526499192,0.006577773160066765,0.01366397657194398,0.015442043949953915,0.0080495115246694,0.002657017075680211,0.01013903780815066,0.02191446316876019,0.021949632891416573,0.0015821584045868252,0.012080660596494847,0.005840303078326033,0.014503856513317342,0.011295968023485082,0.012797289569549654,0.0074429407212813475,0.0030637530981065877,0.010293866592597295,0.008144795054466705,0.00853114912017059,0.01570075005963224,0.007842794151769614,0.0031335475226219158,0.004820325518908553,0.002747800442183116,0.0026421976664798893,0.009493502216587901,0.0346784396740477,0.01632648126021456,0.0034632878847549366,0.0012434038554170548,0.02174555497014737,0.001702756611872198,0.010454543019644947,0.005657979329840819,0.0050490473318737916,0.0138463753992706,0.004961687866750018,0.0036271478117972885,0.015796795787728832,0.014203985213095864,0.002154519191990541,0.016737526656255206,0.005387883674861972,0.2481472587245589,0.24136230999428032,0.2510274655516028,1.0,0.24859079081016267
Occupation_Industry_or_other,0.0110458998950932,0.005168150222927841,0.009636091490702037,0.015936222778105504,0.008668053665358234,0.011523938246532583,0.004091417749351368,0.0014274460153470584,0.004525820162723285,0.007494579449148914,0.0036726712993553627,0.003937576264043862,0.0070084054696900235,0.0014577224562420542,0.006622829109929964,0.012460461883719348,0.0015155017313571734,0.008393525015641832,0.004260144227223458,0.010996535922217214,0.002869694381702106,0.008552325197834502,0.013598551258279499,0.002972742159759083,0.005263779387285382,0.002065241577334472,0.020893039523654615,0.014068326650869723,0.006767572743722933,0.009172190424694264,0.01451108094253312,0.009228989468259572,0.024063907539392138,0.010495389791117634,0.0047546244867706245,0.014812115496266622,0.02103123967456075,0.010266030467513506,0.01824862655157104,0.00227801535344423,0.004998872341278925,0.00235337397111059,0.021465525153812084,0.015905326108618324,0.0027097022221910065,0.01434072912717375,0.003912959403917676,0.2500444116351515,0.24320759013670837,0.25294663842241194,0.24859079081016267,1.0
