,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Looking_at_poles_int,Married_int,Gender_int,Voting_time_int,Financial_agenda_matters_int,Will_vote_only_large_party_int,Age_group_int,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Healthcare,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military,Main_transportation_Car,Main_transportation_Public_or_other,Main_transportation_Foot_or_bicycle,Main_transportation_Motorcycle_or_truck,Occupation_Services_or_Retail,Occupation_Public_Sector,Occupation_Student_or_Unemployed,Occupation_Hightech,Occupation_Industry_or_other
1191,5.0,64.30632208,10942.86824,21.43544069,510.5035344,0.920438871,0.279504008,3.099016906,2.641114295,5.200409738,6.750896855,3315.0,89.90285851,389.4305673,5883.896479,49871.06308,260613.8587,19.73399522,127.9693015,25.10914688,490.9135584,80.0,0.0,619.7565077,9.0,436.4372875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1192,10.0,1135.380863,147074.6303,378.4602878,388.6131124,0.590875203,0.566188542,0.711384015,0.6110722129999999,6.991040697000001,9.297798111,4715.0,77.48474299,263.4575148,4413.046153,42424.40135,151020.1511,16.2313744,297.019351,18.90777075,143620.6497,100.0,0.0,596.4377976,16.0,640.9294462,0.0,1.0,1.0,1.0,0.0,0.0,2.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1193,1.0,480.8721705,50989.71785,160.2907235,318.1077279,0.570971048,0.87922912,2.809052682,7.0293200439999985,2.880347325,3.11913227,6451.0,68.92657799,355.1957709,3891.468821,42277.54082,101192.5265,18.84663818,267.5658515,18.73269693,25863.40676,100.0,2.0,535.2706139,10.0,367.5672946,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1194,10.0,1141.043396,66644.97338,380.3477988,175.221136,0.922558394,0.321505761,6.38618863,0.299109952,6.818944491,2.728830869,6653.0,80.45043058,557.2200757,2866.651511,55153.03959,30702.4465,23.60550944,370.8865991,82.03317961,145054.7959,70.0,1.0,684.1652735,11.0,330.2901836000001,0.0,1.0,1.0,1.0,0.0,1.0,2.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1195,5.0,119.8431173,13389.9035,39.94770577,335.1857945,0.429708696,0.770793497,8.750485922000001,2.256133899,7.891438412,6.683126665,3314.0,96.26718694,405.2290504,4162.316046,47619.16332,112349.5168,20.1303018,209.0130018,70.66784611,1645.7669019999996,90.0,3.0,604.8047418,9.0,413.160034,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1196,1.0,1235.261919,21112.78035,411.7539731,51.27523165,0.520656526,0.7361886670000001,0.931747607,5.784443545,5.92554501,8.039632158,8334.0,39.71860241,135.1968455,783.1460075,20094.26765,2629.1493800000007,11.62741784,593.7352275000002,76.78060641,169963.0884,100.0,1.0,309.5620988,12.0,365.5148293,0.0,1.0,1.0,1.0,1.0,0.0,2.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1197,6.0,314.9909263,27188.53999,104.9969754,258.9459351,0.838363932,0.265789803,0.947047235,0.60823987,7.4186546610000015,7.47961584,4530.0,16.82940573,492.0097654,,57783.02197,67052.99731,22.18129314,264.909354,2.0178228380000003,11139.36183,80.0,0.0,773.4894659,10.0,609.5721671,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1198,10.0,199.3473424,32259.63734,66.44911412,485.4788175,0.111312727,0.544055105,0.617571587,6.496407337999999,0.424184038,2.201672157,3220.0,35.54565019,456.601073,5767.990321,55838.04369,235689.6822,21.36822578,,0.619762694,4491.933881,90.0,3.0,699.8544552,9.0,480.7312155,0.0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1199,8.0,234.2911705,23529.37757,78.09705682,301.2837938,0.641361116,0.605342217,2.928897205,,1.179083143,7.600877353,7277.0,48.78144772,502.0430355,4016.92401,59591.63275,90771.92444,22.40631687,233.1955861,16.78264549,6187.247340999998,60.0,4.0,792.9750551,8.0,622.0158875,1.0,0.0,1.0,0.0,1.0,1.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1200,6.0,1279.069866,56718.10546,426.3566218,133.0297281,0.071242105,0.081183068,8.960019711000001,3.628953181,4.494896352,8.148523192,9889.0,43.39572578,113.5261919,1557.349664,14354.88145,17696.90855,10.65486705,648.2633392000001,20.34664105,182216.3256,70.0,3.0,180.9391698,9.0,130.9252486,0.0,1.0,1.0,1.0,0.0,1.0,2.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1201,3.0,1005.681265,95110.65696,335.2270883,283.7200819,0.385557586,0.617206729,1.287379586,9.024378008,8.713402411,8.319912343,4005.0,45.83712993,475.7453704,3788.69156,57497.85971,80497.0849,21.81158798,256.3352046,37.91403095,112722.4278,70.0,2.0,774.2599869,11.0,635.4342907,1.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1202,9.0,425.2030442,41273.2124,141.7343481,291.2012012,0.328681997,0.917167962,2.534051677,6.256413178,8.241563248,1.468222067,5901.0,95.93927534,528.2367432,3968.485498,,84798.13956,22.98340147,239.1861334,71.75818675,20240.35977,70.0,2.0,811.1365333,,613.2066887,1.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1203,6.0,87.29757666,8175.6831379999985,29.09919222,,0.230017607,0.324688874,0.562212584,4.87602216,7.950671087000001,5.253939452,6700.0,83.11366555,502.4789847,3814.549066,60047.31334,78938.0213,22.41604302,268.5401508,82.26671943,,90.0,2.0,807.9941646000002,13.0,655.3343348999998,5.0,0.0,1.0,1.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1204,7.0,258.6823363,44189.333,86.22744543,512.4741058000002,0.775294725,0.213162419,7.088293461,7.114437914,4.152853475,4.870926782,3628.0,35.37743336,452.3085603,6029.358179,56797.62521000001,262629.7092,21.26754712,52.28639762,40.71657555,7531.399791,90.0,0.0,717.0399103,10.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1205,1.0,-66.97700554,-6039.346877,-22.32566851,270.5113566,0.08502052800000001,0.056867864,8.918853654,1.5954030890000002,9.990590687000001,3.64441443,8521.0,28.54483048,324.42834260000006,3353.970251,40023.83432,73176.39406,18.01189448,302.1154087,84.22034881,486.10980610000007,100.0,3.0,524.925206,13.0,411.777124,0.0,1.0,1.0,0.0,0.0,1.0,2.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1206,10.0,317.9781995,45940.07178,105.9927332,433.4266172,0.941257116,0.817919504,6.835922797,3.854185068,0.006587955,3.70101471,6991.0,,495.5468398,5325.359851,56806.95741,187858.6325,22.26088138,99.73685269,78.79339575,11350.45222,40.0,2.0,702.2686812000002,10.0,425.8677274,1.0,0.0,1.0,1.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1207,10.0,583.1571653,71891.89256000001,194.3857218,369.8414261,0.267906039,0.7082671509999999,1.09838173,9.396990142,6.300904667,9.233820944,8537.0,35.14539178,332.4521881,4363.318638000002,45587.36329,136782.6805,18.23327146,218.52526290000003,28.51496746,37990.19455,80.0,3.0,612.3625032000001,10.0,552.3427827,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1208,3.0,158.80121680000005,16187.68465,52.93373893,305.8103391,0.630794803,0.986721347,1.944582094,1.855065823,7.327561521,4.00768497,5725.0,13.01861268,350.9897269,3760.082845,42134.57859,93519.96349,18.73471982,270.41161989999995,11.18474412,2864.914456,90.0,3.0,539.007107,8.0,385.0706379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1209,1.0,384.2966103,47609.72965,128.0988701,371.6639312,0.09568242,0.149733742,7.431499611,6.160770347000001,6.032201747999999,0.367232549,,40.00158201,483.6374595,4683.914231000002,53053.66013,138134.0778,21.9917589,198.2707456,55.81835079999999,16547.41939,30.0,2.0,647.3178575000002,7.0,349.7555017,0.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1210,9.0,1574.964325,160582.209,524.9881083,305.8778027,0.84818331,0.016969446000000003,,2.119927257,8.964036892000001,5.051403143,9747.0,87.38505438,576.5327027000002,4211.843432,58782.93776,93561.23016,24.01109541,272.7421415,32.30524377,276147.502,90.0,3.0,711.6497975,13.0,324.3651695,0.0,1.0,1.0,0.0,1.0,0.0,2.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1211,8.0,664.4572026000002,108063.7544,221.4857342,487.9039041,0.112475542,0.482185248,8.651171401000001,6.015985343,4.060722895,3.228073302,7978.0,3.564264881,421.4286635,5721.896368,51003.0852,238050.2196,20.52872776,134.8601521,98.52916519,49287.41618,30.0,0.0,623.6071822,5.0,391.0619893,0.0,0.0,1.0,0.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1212,2.0,750.5477415,64466.94767,250.18258050000003,257.6796016,0.8223022259999999,0.777883634,6.007961319,5.429618915,3.984035873,0.126523846,5622.0,89.40868948,294.9329106,3166.661837,39867.32822,66398.77709,17.17361088,317.9030945,92.35959621,62851.50616,60.0,3.0,549.7324089,7.0,517.0496583,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1213,2.0,194.7246534,18257.15384,64.90821781,281.2764617,0.336862351,0.086020624,7.583209705,8.729625905,5.448944352000001,3.959794836,6433.0,,498.8864305,3810.537478,58143.19981000001,79116.44791,22.33576572,234.5924857,4.616835108,4287.984957,90.0,2.0,769.5294667000002,14.0,584.8080661,0.0,0.0,1.0,1.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1214,6.0,157.3068658,16271.47598,52.43562194,310.3133972,,0.174000517,7.2692082939999985,8.845120247,1.825765499,8.680919954,4130.0,86.96436321,372.0633932,3847.260758,43603.16078,96294.40448,19.28894485,262.0259717,41.34318789,2811.930071,70.0,0.0,,6.0,372.2939812,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1215,6.0,402.7807822,48174.67895,134.26026069999998,358.81562189999994,0.339210713,0.195244992,5.960265562999999,4.689776555,1.75904718,3.973302012,6449.0,55.84945702,466.7662777,4521.688774,52837.63881,128748.6505,21.60477442,171.4702153,13.63087406,18170.07787,30.0,1.0,660.2423213,9.0,408.5422184,0.0,0.0,1.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1216,3.0,1223.444243,218808.7347,407.8147477,536.539534,0.7962438190000001,0.8475478909999999,2.8625429330000003,0.432663148,2.099232648,0.415908594,7103.0,13.3590233,331.3879055000001,6028.171151,49415.98615,287874.6716,18.20406288,199.0593978,98.32523919,166730.6832,60.0,2.0,651.5504950000002,12.0,599.2948533,0.0,1.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1217,3.0,144.4798555,22955.62729,48.15995185,476.6538671,0.097358951,0.343604955,3.3268140510000004,6.986065754,5.65513836,5.609338079,9711.0,70.39575619,360.7433108,5488.025292,46442.43244,227198.909,18.99324382,166.288967,0.835431647,2377.540914,90.0,3.0,578.418102,9.0,412.167471,1.0,0.0,1.0,0.0,1.0,1.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1218,4.0,241.8977848,22179.2176,80.63259492,275.0651597,0.8231378509999999,0.4864766170000001,5.475296925,4.522471649,2.238879728,0.285316934,6043.0,57.77540056,287.4431916000001,3325.537981,39405.69003,75660.8421,16.95414969,309.6444736,69.53280682,6592.247958,70.0,0.0,541.2951053999999,7.0,510.1794339,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1219,8.0,631.5133243,84085.72967,210.5044414,399.4487199,0.635502001,0.458880395,9.627478332,1.7167368230000002,2.852124108,1.036043603,6202.0,60.40264505,412.564027,4819.615253,50912.09815,159559.2798,20.31167219,134.2901689,30.10738352,44532.62431,60.0,3.0,652.9122301,12.0,483.3194675,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1220,3.0,296.2407119,69602.62079,98.74690398,704.8587650000002,0.730645159,0.471922832,9.313260727000001,8.371554569,3.103629476,5.883958372,4812.0,17.17385226,638.663396,8325.914442,74456.67995,496825.8786,25.27179052,247.4296187,5.378783564,9859.69795,100.0,2.0,,11.0,494.82648960000006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1221,6.0,2274.577029,397780.2265,758.1923429999998,524.642896,0.4127078770000001,0.23461962600000005,8.8062778,6.540358104,6.61081916,4.208999337,3619.0,85.89298334,496.9698843000001,6240.368728,59974.346670000006,275250.1683,22.29282136,26.3385753,59.9187318,575623.8213,100.0,1.0,745.3421137,12.0,491.2098563,1.0,1.0,0.0,1.0,0.0,1.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1222,3.0,,,62.23294319,280.93396,0.398843897,0.028804821,6.146176022000001,8.716509272,9.483349158,9.393821838,8599.0,89.08493903,501.3476799,3812.03496,60023.92778,78923.88988999999,22.39079454,270.2619059,16.07101504,3945.172162,70.0,3.0,808.4418746,11.0,658.2711333999998,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1223,1.0,1287.960294,184178.0156,429.32009810000005,,0.523307534,0.565827648,6.145204201,6.457249662000001,7.968225761,2.6664854730000003,5122.0,50.55835904,429.5380211,5149.068905,50894.23639,184040.3876,20.72529906,140.27301210000002,9.836616856000001,184755.0667,100.0,1.0,630.3147309999998,13.0,401.6611668,1.0,1.0,1.0,1.0,0.0,0.0,2.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1224,2.0,97.25490548,10930.34019,32.41830183,337.1657235,0.533231522,0.692722602,7.662304644,1.916602983,1.5041722709999998,9.646151094,3167.0,98.87621361,404.3126685,4180.282572,48282.4135,113680.7251,20.10752766,197.0745904,5.988413747,1093.364595,80.0,2.0,619.4584679999998,7.0,443.720988,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1225,8.0,338.1983105,34264.80416,112.7327702,303.9471496000001,0.494407377,0.233191476,7.145083281000002,3.179849398,3.122425927,0.069915319,7582.0,47.78118357,365.6162764,3770.704049,43320.88514,92383.86974,19.12109506,263.11693,3.42131753,12831.41024,,1.0,553.0250482000001,8.0,387.1513689,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1226,3.0,58.56298808,7268.272509,19.52099603,372.3310275,0.343577584,0.29018937,7.212537639,4.131418283,0.042603537,9.609705445,4129.0,18.68355344,416.76610530000005,4556.842486,50103.72782,138630.3941,20.41485012,159.3115175,99.85595655,410.5902819,50.0,1.0,639.1228569,7.0,453.6005188,1.0,0.0,1.0,1.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1227,8.0,255.654154,24265.35582,85.21805133,284.744317,0.579909425,0.000116613,7.294151837,,5.818893847000001,0.936390173,7710.0,8.326989133,514.7026952,3876.848561,59979.8158,,22.68706008,240.8698799,38.67313364,7357.334323999998,70.0,3.0,795.2491789,13.0,607.0846429,3.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1228,4.0,333.3034728,34627.83405,111.1011576,311.6784271,0.979599485,0.730312999,9.727756338999999,8.590779547,3.140454597,0.677485261,9662.0,86.92100444,352.5384817,3821.861234,42544.32865,97143.4419,18.77600814,261.9625116,36.35832844,12464.56838,70.0,5.0,545.0332772999999,7.0,393.161602,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1229,6.0,78.80449432,10215.01725,26.26816477,388.8744165,0.821736672,0.563890865,4.889728026,9.508103449,,8.606220818999999,3540.0,92.1846028,371.9686502,4632.681465,49261.74004,151223.3118,19.2864888,180.0307876,91.02942776,726.2846453,100.0,1.0,653.9501605,14.0,560.5818673,0.0,,1.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1230,2.0,303.8019151000001,68067.50447,101.267305,672.1567682,0.223058834,0.57041575,8.114482812,0.092734811,8.296865433999999,7.1957082020000005,9361.0,,635.8089235,7993.185529,72781.99735,451794.721,25.2152518,223.6247107,79.65975455,10366.33437,80.0,0.0,867.5006299,7.0,456.1138438,1.0,0.0,0.0,1.0,1.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1231,3.0,561.317097,126763.8449,,677.4985773,0.966517491,0.4916969470000001,1.33917033,8.321648738,9.763990166000001,8.040688592,3385.0,5.735012237,670.0358902,8115.0575530000015,76529.76574,459004.3222,25.88505148,245.832177,14.96859042,35205.6483,80.0,3.0,918.8130005,7.0,496.0616832,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1232,2.0,316.6222256,40571.0755,105.5407419,384.4115058,0.213971501,0.667210642,0.399241424,8.512050444,0.999448837,4.417941661,8727.0,18.59774089,430.2345664,4704.58419,54258.53893,147772.2058,20.74209648,156.1577357,58.48435361,11254.38894,100.0,0.0,714.8865652000002,13.0,578.4686097,0.0,0.0,1.0,0.0,1.0,1.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1233,2.0,124.4154354,14117.10222,41.47181181,340.4023504,0.82379693,0.074589207,1.448676919,6.812104485,0.102042607,4.801651356,6096.0,46.5889083,362.0260594,4128.075623,44148.29123,115873.7601,19.0269824,229.8906963,48.28635775,1771.3829870000004,100.0,0.0,564.1977433,9.0,408.6681096,1.0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1234,6.0,581.4615993,132432.9667,193.8205331,683.2762484,0.875944953,0.872030735,5.127909482,6.6801933060000005,9.072998574,0.125111232,7463.0,75.86569902,631.3307581,8095.424001,73186.34337999999,466866.4317,25.12629615,226.2675267,67.30986147,37770.21959,100.0,3.0,877.0511007000001,11.0,481.0515871,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1235,3.0,447.1990286,44899.68478,149.0663429,301.2060531,0.927607303,0.921417654,9.938930424,5.881972851,1.967184925,7.969367637,5523.0,66.76770074,371.8722781,3755.805087,43746.65317,90725.08641,19.2839902,262.5793774,3.887222847,22379.84092,90.0,1.0,557.7701777000002,9.0,385.9290442,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1236,6.0,133.24057050000002,21105.55207,44.41352351,475.2055319,0.90162093,0.047590021,7.773793864,6.947724402,3.727871445,8.35732806,8120.0,98.075524,502.4991709,5757.053661,61762.60694,225820.2976,22.41649328,89.79584365,32.6477712,2026.974594,100.0,2.0,792.904138,16.0,586.2686620000002,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1237,2.0,39.4364834,9596.423401,13.14549447,730.0161607000001,0.267603564,0.470124511,1.7174925719999998,8.239975213,0.815693606,7.472952085,3092.0,86.55154267,650.7183238,8601.598254999999,75933.99309,532923.5949,25.50918117,275.0010914,4.619727796,195.9495192,100.0,1.0,907.9144651,9.0,498.5327152,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1238,2.0,2161.95586,404545.8983,720.6519532000002,561.360996,0.912443341,0.7853531690000001,0.154283687,2.813529186,1.5929666530000002,0.780214409,9472.0,5.09669187,669.9589077,6953.527776000001,63161.58978,315126.1679,25.88356443,530.7606507,29.60228082,520069.8897,70.0,0.0,659.5717302,12.0,0.945227224,1.0,1.0,0.0,0.0,0.0,0.0,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1239,8.0,396.4852394,39602.95187,132.16174650000002,299.6551795,0.471315473,0.6409225279999999,3.085971626,8.415369622,2.543815265,2.604214193,,80.34595349,491.0074403,3978.566676,59450.33546,89793.22662,22.15868769,253.7459846,17.96344114,17608.88898,100.0,4.0,799.6026965,13.0,655.4609644999998,,0.0,1.0,0.0,0.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1240,3.0,739.9329339999998,73807.18495,246.6443113,299.2454379,0.6260219779999999,0.6920599009999999,9.355882142999999,8.724657223,0.706408313,3.62780808,7041.0,31.63116795,375.7791038,3744.012586,44093.74056000001,89547.8321,19.38502267,260.9231333,51.43529656,61090.06062999999,80.0,0.0,562.5657331,8.0,388.8799918,0.0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1241,2.0,154.5803618,21519.67864,51.52678725,417.6406058,0.5071653979999999,0.428977424,5.705996099999999,5.960901408,8.289383473,0.854169603,5123.0,23.63271057,420.7250865,5017.856231000002,52238.83526,174423.6756,20.5115842,114.3165281,14.99429906,2716.536592000001,60.0,2.0,670.0022478999998,11.0,499.17121889999993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1242,2.0,428.2697767,58567.73387,142.75659219999997,410.2629024,0.325986985,0.141942834,5.143917815,,3.546958079,5.224071292,7090.0,72.55867573,455.5343513,5013.697727000002,51564.11423,168315.6491,21.34325072,176.8723215,63.91880438,,30.0,4.0,628.1136582,8.0,354.2129035000001,1.0,0.0,1.0,0.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
